Place of Interest,Type of place,Place address,BiciMAD station,Station locaiton,Available bikes
Luis de Góngora,Monuments, ,60 - Plaza de la Independencia,Plaza de la Independencia nº 6,18
Puerta de Alcalá,Monuments,Pza Independencia ,60 - Plaza de la Independencia,Plaza de la Independencia nº 6,18
Plácido Domingo,Monuments,C Ibiza 34,71 - Doce de Octubre,Calle Doce de Octubre nº 28,5
Niño con caracola,Monuments,Pza Doctor Laguna 1,71 - Doce de Octubre,Calle Doce de Octubre nº 28,5
Carlos y Guillermo Fernández-Shaw,Monuments,C Carlos y Guillermo Fernández Shaw ,77 - Conde de Casal,Plaza del Conde de Casal nº 8,2
Agustín de Foxá,Monuments,C Ibiza 1,181 - Retiro-Ibiza,Calle Ibiza nº 18,10
Puerta de la Reina Mercedes del Retiro,Monuments,Pza Menéndez Pelayo ,181 - Retiro-Ibiza,Calle Ibiza nº 18,10
Santiago Ramón y Cajal,Monuments,C Alfonso XII 64,80b - Atocha B,Paseo de la Infanta Isabel nº 3,23
Día y Noche,Monuments, ,80b - Atocha B,Paseo de la Infanta Isabel nº 3,23
Enrique Iniesta,Monuments,PARQUE QUINTA FUENTE DEL BERRO ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Alexandr Pushkin,Monuments,PARQUE QUINTA FUENTE DEL BERRO ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Gustavo Adolfo Bécquer,Monuments, ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Ría Chica,Monuments, ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Estanque para patos del parque Fuente del Berro,Monuments, ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Fuente del Berro,Monuments,C Peñascales ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Fuente circular del parque Fuente del Berro,Monuments, ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Fuente en la entrada principal del parque Fuente del Berro,Monuments, ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Fuentes gemelas del parque Fuente del Berro,Monuments, ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Fuente mural en cascada,Monuments, ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Fuente mural con escudo de Madrid,Monuments, ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Fuente con surtidor del parque Fuente del Berro,Monuments,PARQUE QUINTA FUENTE DEL BERRO ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
José Padilla,Monuments,C Gabriel Abreu 11,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Abstracta I,Monuments, ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Abstracta II,Monuments, ,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,13
Marqués del Duero,Monuments,PLAZA DOCTOR MARAÑON ,139 - José Gutiérrez Abascal ,Calle José Gutiérrez Abascal nº 2,6
José Salamanca de Mayol (marqués de Salamanca),Monuments,Pza Marqués de Salamanca ,186 - General Pardiñas,Calle General Pardiñas nº 56,6
Emilio Castelar,Monuments,GLORIETA EMILIO CASTELAR ,141 - Paseo de la Castellana - Glorieta de Emilio Castelar,Paseo de la Castellana nº 43,5
Un món per a infants,Monuments,PASEO CASTELLANA 41,141 - Paseo de la Castellana - Glorieta de Emilio Castelar,Paseo de la Castellana nº 43,5
La petite Faucille,Monuments,PASEO CASTELLANA 41,141 - Paseo de la Castellana - Glorieta de Emilio Castelar,Paseo de la Castellana nº 43,5
Estructuración hiperpoliédrica del espacio,Monuments,PASEO CASTELLANA 41,141 - Paseo de la Castellana - Glorieta de Emilio Castelar,Paseo de la Castellana nº 43,5
Ramón María del Valle-Inclán,Monuments,C General Oraa 9,141 - Paseo de la Castellana - Glorieta de Emilio Castelar,Paseo de la Castellana nº 43,5
Proalí,Monuments,PASEO CASTELLANA 41,141 - Paseo de la Castellana - Glorieta de Emilio Castelar,Paseo de la Castellana nº 43,5
Placa informativa Museo al Aire Libre,Monuments,PASEO CASTELLANA 41,141 - Paseo de la Castellana - Glorieta de Emilio Castelar,Paseo de la Castellana nº 43,5
Newton y dolmen de Dalí,Monuments,Pza Dalí ,100 - Palacio de Deportes,Calle Goya nº 99,21
Olivo en bronce,Monuments,Pza Dalí ,100 - Palacio de Deportes,Calle Goya nº 99,21
Fuente circular del parque María Eva Duarte de Perón,Monuments, ,145 - Ortega y Gasset 87,Calle Ortega y Gasset nº 87,1
Antigua Fuente de las Delicias,Monuments, ,145 - Ortega y Gasset 87,Calle Ortega y Gasset nº 87,1
Florestán Aguilar,Monuments,C Florestán Aguilar 1,145 - Ortega y Gasset 87,Calle Ortega y Gasset nº 87,1
Eva Perón,Monuments,Avda Francisco Silvela 4,145 - Ortega y Gasset 87,Calle Ortega y Gasset nº 87,1
Alejandro Busuioceanu,Monuments,C General Pardiñas 32,91 - Príncipe de Vergara,Calle Hermosilla nº 70,5
Armando Palacio Valdés,Monuments,CALLE MALDONADO 25,190 - Velázquez-Diego de León,Calle Velázquez nº 91,3
José Calvo Sotelo,Monuments,C Velázquez 89,190 - Velázquez-Diego de León,Calle Velázquez nº 91,3
Luis Carrero Blanco,Monuments,CALLE CLAUDIO COELLO 129,190 - Velázquez-Diego de León,Calle Velázquez nº 91,3
Diego de Silva Velázquez,Monuments,C Juan Bravo ,190 - Velázquez-Diego de León,Calle Velázquez nº 91,3
Amigos,Monuments,Pza Alfredo Mahou de la Fuente ,190 - Velázquez-Diego de León,Calle Velázquez nº 91,3
Dinastía torera Bienvenida,Monuments,C Príncipe de Vergara 3,97 - Alcalá,Avenida de Menéndez Pelayo nº 3,7
Guillermo Fernández Shaw,Monuments,C Claudio Coello 60,105 - Serrano,Calle Serrano nº 54,5
Manuel Azaña,Monuments,C Serrano 40,105 - Serrano,Calle Serrano nº 54,5
Rubén Darío,Monuments,CALLE SERRANO 31,105 - Serrano,Calle Serrano nº 54,5
Doctor Gómez Ulla,Monuments,C Doctor Gómez Ulla 2,108 - Mártires Concepcionistas,Calle Mártires Concepcionistas nº 2,6
Camilo José Cela,Monuments,C Alcalá 185,108 - Mártires Concepcionistas,Calle Mártires Concepcionistas nº 2,6
Mariano Gómez Ulla,Monuments,PASEO CASTELLANA 12,104 - Castellana,Paseo de la Castellana nº 4,11
Pedro Muñoz Seca,Monuments,C Velázquez 57,87 - Ayala,Calle Ayala nº 44,1
Serafín y Joaquín Álvarez Quintero,Monuments,C Velázquez 76,88 - Embajada de Italia,Calle Velázquez nº 75,0
Daniel Vázquez Díaz,Monuments,C María de Molina 66,194 - Avenida de América 2,Calle Francisco Silvela nº 86,3
Alfonso R. Castelao,Monuments, ,240 - Avenida Brasilia,Avenida de Brasilia frente al nº 9,6
Cruceiro del parque de Breogán,Monuments, ,240 - Avenida Brasilia,Avenida de Brasilia frente al nº 9,6
Fuente en la avenida de Brasilia,Monuments,Avda Brasilia ,240 - Avenida Brasilia,Avenida de Brasilia frente al nº 9,6
Ivo Andric,Monuments,C Velázquez 27,90 - General Pardiñas,Calle Goya nº 18,4
Pedro Escartín,Monuments,C Hermosilla 36,90 - General Pardiñas,Calle Goya nº 18,4
Álvaro Iglesias Sánchez,Monuments,PARQUE BERLIN ,197 - Parque Berlín,Avenida de Concha Espina nº 34,5
Oso de Berlín,Monuments,PARQUE BERLIN ,197 - Parque Berlín,Avenida de Concha Espina nº 34,5
Beethoven,Monuments,PARQUE BERLIN ,197 - Parque Berlín,Avenida de Concha Espina nº 34,5
Estanque del parque de Berlín,Monuments,PLAZA VIRGEN GUADALUPANA ,197 - Parque Berlín,Avenida de Concha Espina nº 34,5
Fuente del parque de Berlín,Monuments,PARQUE BERLIN ,197 - Parque Berlín,Avenida de Concha Espina nº 34,5
Monolito del parque de Berlín,Monuments,PARQUE BERLIN ,197 - Parque Berlín,Avenida de Concha Espina nº 34,5
Muro de Berlín,Monuments,PLAZA VIRGEN GUADALUPANA ,197 - Parque Berlín,Avenida de Concha Espina nº 34,5
Fuente Virgen Guadalupana,Monuments,PLAZA VIRGEN GUADALUPANA ,197 - Parque Berlín,Avenida de Concha Espina nº 34,5
Fuente de los Delfines,Monuments,PLAZA REPUBLICA ARGENTINA 1,137 - Plaza de la República Argentina,Plaza de la República Argentina nº 6,5
República Argentina,Monuments,PLAZA REPUBLICA ARGENTINA 6,137 - Plaza de la República Argentina,Plaza de la República Argentina nº 6,5
Enrique Larreta,Monuments,CALLE ENRIQUE LARRETA 1,208 - Plaza de Castilla,Paseo de la Castellana nº 216,4
Fuente en la calle Agustín de Foxá,Monuments,CALLE AGUSTIN DE FOXA 1,208 - Plaza de Castilla,Paseo de la Castellana nº 216,4
Ramón Pérez de Ayala,Monuments,CALLE GABRIEL LOBO 11,146 - María Francisca 1,Calle María Francisca nº 1,3
Andrés Segovia,Monuments,PLAZA ANDRES SEGOVIA 1,146 - María Francisca 1,Calle María Francisca nº 1,3
Pablo Sorozábal,Monuments,CALLE PRINCIPE DE VERGARA 141,146 - María Francisca 1,Calle María Francisca nº 1,3
Gregorio Ordóñez,Monuments,CALLE PRINCIPE DE VERGARA 142,146 - María Francisca 1,Calle María Francisca nº 1,3
Homenaje a la Música,Monuments,PLAZA ANDRES SEGOVIA 1,146 - María Francisca 1,Calle María Francisca nº 1,3
Fuente de fundición en la calle Duque de Sevilla,Monuments,CALLE DUQUE DE SEVILLA 7,146 - María Francisca 1,Calle María Francisca nº 1,3
Junta Municipal de Chamartín,Monuments,CALLE PRINCIPE DE VERGARA 142,146 - María Francisca 1,Calle María Francisca nº 1,3
Marceliano Santa María,Monuments,CALLE ABEL 15,237 - Pablo Iglesias,Calle Francisco Balseiro nº 1,1
Ría Grande de Don Quijote,Monuments,Avda Doctor Federico Rubio y Galí ,237 - Pablo Iglesias,Calle Francisco Balseiro nº 1,1
Plaza de Toros de Tetuán,Monuments,CALLE BRAVO MURILLO 297,206 - Metro Tetuán,Calle Marqués de Viana nº 3,5
Loreto Prado (réplica),Monuments,PLAZA CHAMBERI 1,124 - Manuel Silvela,Calle Manuel Silvela nº 20,18
Francisco Largo Caballero,Monuments,PLAZA CHAMBERI 4,124 - Manuel Silvela,Calle Manuel Silvela nº 20,18
Fuente plaza de Chamberí,Monuments,PLAZA CHAMBERI 1,124 - Manuel Silvela,Calle Manuel Silvela nº 20,18
El Racing Club a los héroes de África,Monuments,PLAZA CHAMBERI 4,124 - Manuel Silvela,Calle Manuel Silvela nº 20,18
Fuente plaza de Olavide,Monuments,PLAZA OLAVIDE 1,124 - Manuel Silvela,Calle Manuel Silvela nº 20,18
Saineteros madrileños,Monuments,CALLE LUCHANA 1,5 - Fuencarral,Calle Fuencarral nº 108,25
Cardenal Cisneros,Monuments,CALLE CARDENAL CISNEROS 2,5 - Fuencarral,Calle Fuencarral nº 108,25
Ignacio de Valentín-Gamazo,Monuments,CALLE LUCHANA 1,5 - Fuencarral,Calle Fuencarral nº 108,25
Fuente en la glorieta de Bilbao,Monuments,Gta Bilbao ,5 - Fuencarral,Calle Fuencarral nº 108,25
Fuente en la plaza Conde Valle de Suchil,Monuments,PLAZA CONDE DEL VALLE DE SUCHIL 1,3 - Plaza Conde Suchil,Plaza del Conde del Valle de Súchil nº 3,9
Antonio Machado,Monuments,CALLE GENERAL ARRANDO 4,122 - Santa Engracia 14,Calle Santa Engracia nº 14,15
Maestro Alonso,Monuments,C Hermanos Álvarez Quintero 30,122 - Santa Engracia 14,Calle Santa Engracia nº 14,15
Jose María Roquero Vera,Monuments,CALLE ELOY GONZALO 38,246 - Santa Engracia 87,Calle Santa Engracia nº 87,9
José Nogales,Monuments,CALLE SANTA ENGRACIA 50,246 - Santa Engracia 87,Calle Santa Engracia nº 87,9
Gregorio Marañón,Monuments,PASEO CASTELLANA 53,247 - Zurbano,Calle Zurbano nº 90,7
Pablo Luna,Monuments,CALLE SANDOVAL 6,4 - Malasaña,Calle Manuela Malasaña nº 5,23
Álvaro Iglesias Sánchez,Monuments,CALLE CARRANZA 7,4 - Malasaña,Calle Manuela Malasaña nº 5,23
Pablo Neruda,Monuments,CALLE HILARION ESLAVA 2,111a - Arcipreste de Hita A,Calle Arcipreste de Hita nº 12,5
Francisco Villaespesa,Monuments,CALLE GALILEO 12,57 - Santa Cruz del Marcenado,Calle Santa Cruz del Marcenado nº 24,17
Alejandro Muñoz Revenga,Monuments,CALLE MELENDEZ VALDES 1,127 - Fernando el Católico,Calle Fernando el Católico nº 19,10
Agustín Argüelles,Monuments,Pza Marqués de Cerralbo ,115 - Ferraz,Calle Evaristo San Miguel nº 2,0
Caídos del Cuartel de la Montaña,Monuments,C Ferraz ,115 - Ferraz,Calle Evaristo San Miguel nº 2,0
"Templo de Debod, estanque con Surtidor",Monuments, ,115 - Ferraz,Calle Evaristo San Miguel nº 2,0
Parque de la Montaña,Monuments, ,115 - Ferraz,Calle Evaristo San Miguel nº 2,0
Reproducción de capitel egipcio,Monuments, ,115 - Ferraz,Calle Evaristo San Miguel nº 2,0
Fuente del paseo Pintor Rosales,Monuments,Pº Pintor Rosales ,115 - Ferraz,Calle Evaristo San Miguel nº 2,0
Monumento a las víctimas de la Aviación Militar Española,Monuments,C Princesa 87,111b - Arcipreste de Hita B,Calle Arcipreste de Hita nº 12,9
Héroes del Plus Ultra,Monuments,C Princesa 92,111b - Arcipreste de Hita B,Calle Arcipreste de Hita nº 12,9
Eduardo Lozano y Ponce de León,Monuments,Pza Doctor Lozano ,225 - Doctor Lozano,Calle Sierra Toledana nº 33,9
Doctor Conde Arruga,Monuments,C Hacienda de Pavones 105,219 - Marroquina,Calle Camino de los Vinateros nº 108,16
Toros de Guisando,Monuments, ,219 - Marroquina,Calle Camino de los Vinateros nº 108,16
Fuente del Corregidor,Monuments,Pza Corregidor Alonso de Tobar s/n,219 - Marroquina,Calle Camino de los Vinateros nº 108,16
Estanque jardines de Dionisio Ridruejo,Monuments, ,219 - Marroquina,Calle Camino de los Vinateros nº 108,16
Fuente del parque de Moratalaz,Monuments, ,219 - Marroquina,Calle Camino de los Vinateros nº 108,16
Fuente principal del parque de Moratalaz,Monuments, ,219 - Marroquina,Calle Camino de los Vinateros nº 108,16
Fuente con ría del parque de Moratalaz,Monuments, ,219 - Marroquina,Calle Camino de los Vinateros nº 108,16
Dionisio Ridruejo,Monuments, ,219 - Marroquina,Calle Camino de los Vinateros nº 108,16
Vías de tren,Monuments, ,219 - Marroquina,Calle Camino de los Vinateros nº 108,16
Monumento a Adolfo Suárez,Monuments,C Marroquina 42,219 - Marroquina,Calle Camino de los Vinateros nº 108,16
Corral de Comedias,Monuments,Pza La Corrala ,53 - Plaza de Lavapiés,Calle Valencia nº 1,15
Escultura de chapa Centro Cultural Islámico,Monuments,C Salvador de Madariaga 9,231 - Derechos Humanos,Calle Derechos Humanos nº 12,6
Fuente de Esteban Mora,Monuments,C Esteban Mora 43,231 - Derechos Humanos,Calle Derechos Humanos nº 12,6
Fauna Mayor Ibérica III,Monuments,C Arturo Soria ,214 - Condesa de Venadito,Calle Condesa de Venadito nº 2,10
Estanque Arturo Soria III,Monuments,C Arturo Soria 176,214 - Condesa de Venadito,Calle Condesa de Venadito nº 2,10
Centro Cultural San Juan Bautista,Monuments,C San Nemesio 4,214 - Condesa de Venadito,Calle Condesa de Venadito nº 2,10
Palacete Villa Rosa,Monuments,Ctra Canillas 2,214 - Condesa de Venadito,Calle Condesa de Venadito nº 2,10
Fuente de la Junta Municipal de Hortaleza,Monuments,Ctra Canillas 2,214 - Condesa de Venadito,Calle Condesa de Venadito nº 2,10
Arturo Duperier Vallesa,Monuments,CALLE VIRGEN DEL PORTILLO 37,229 - C.D. Concepción,Calle Jose del Hierro nº 5,19
Fuente plaza Reverencia,Monuments,Pza Reverencia ,229 - C.D. Concepción,Calle Jose del Hierro nº 5,19
Manuel Alonso Martínez,Monuments,PLAZA ALONSO MARTINEZ 2,8 - Alonso Martínez,Plaza de Alonso Martínez nº 5,22
Fuente plaza Alonso Martínez,Monuments,PLAZA ALONSO MARTINEZ 1,8 - Alonso Martínez,Plaza de Alonso Martínez nº 5,22
Homenaje a Lissitzky,Monuments,Pº Pirala ,188 - Puente de Ventas,Avenida de Daroca nº 2,16
Fuente Ricardo Ortiz,Monuments,C Ricardo Ortiz 2,188 - Puente de Ventas,Avenida de Daroca nº 2,16
Fuente Pirala I,Monuments,Pº Pirala ,188 - Puente de Ventas,Avenida de Daroca nº 2,16
Fuente Pirala II,Monuments,Pº Pirala ,188 - Puente de Ventas,Avenida de Daroca nº 2,16
Fuente Virgen de la Alegría,Monuments,C Virgen de la Alegría 15,188 - Puente de Ventas,Avenida de Daroca nº 2,16
J. Marciano Barbero Matos,Monuments,PLAZA COLEGIO ATENEO POLITECNICO ,196 - Prosperidad,Calle Suero de Quiñones nº 2,8
Oso y Madroño,Monuments,PLAZA PROSPERIDAD 1,196 - Prosperidad,Calle Suero de Quiñones nº 2,8
Luis Rosales,Monuments,CALLE ALTAMIRANO 34,117 - Altamirano,Calle Altamirano nº 24,10
Organización Mundial Turismo,Monuments,CALLE GENERAL YAGÜE 1,238 - San Germán 5,Calle San Germán nº 5,3
Federico García Lorca,Monuments,C Alcalá 96,98 - Plaza de Felipe II,Plaza de Felipe II,23
Francisco de Goya,Monuments,C Alcalá ,98 - Plaza de Felipe II,Plaza de Felipe II,23
Fuente de los Libros,Monuments,Pza Dalí ,98 - Plaza de Felipe II,Plaza de Felipe II,23
Losas de bronce sobre pavimento en la plaza Dalí,Monuments,Pza Dalí ,98 - Plaza de Felipe II,Plaza de Felipe II,23
Virgen del Pilar,Monuments,C Juan Bravo ,144 - Juan Bravo 50,Calle Juan Bravo nº 50,6
Víctimas del terrorismo,Monuments,Avda Peña Prieta ,179 - Puente de Vallecas,Avenida de la Albufera nº 6,13
Los Paseantes,Monuments,C Peña Gorbea ,179 - Puente de Vallecas,Avenida de la Albufera nº 6,13
José Rizal Mercado,Monuments,CALLE SANTANDER 1,202 - Parque Santander,Calle Santander esquina con Avenida de Filipinas,3
Los Pegasos,Monuments,Pza Legazpi ,177 - Legazpi,Calle Bolívar nº 3,14
Fuentes de Embajadores,Monuments,C Embajadores ,47 - Embajadores 1,Glorieta de Embajadores nº 6,10
Obelisco Laus Deo I,Monuments,C Bustamante 2,172 - Delicias,Calle Bustamante nº 1,7
Octaedro-Aire,Monuments,GLORIETA SANTA MARIA DE LA CABEZA 1,121 - Santa María de la Cabeza,Paseo de Santa María de la Cabeza nº 58,5
Fuente Santa María de la Cabeza,Monuments,Gta Santa María de la Cabeza ,121 - Santa María de la Cabeza,Paseo de Santa María de la Cabeza nº 58,5
Icosaedro-Agua,Monuments,Pº Doctor Vallejo Nájera ,170 - Paseo de la Esperanza,Paseo de la Esperanza nº 21,9
Pirámides del parque Peñuelas,Monuments,Pº Esperanza ,170 - Paseo de la Esperanza,Paseo de la Esperanza nº 21,9
Fuentes piramidales,Monuments, ,170 - Paseo de la Esperanza,Paseo de la Esperanza nº 21,9
Elemento mecánico ferroviario,Monuments,C Arganda 9,170 - Paseo de la Esperanza,Paseo de la Esperanza nº 21,9
Tetraedro-Fuego,Monuments, ,162 - Metro Pirámides,Paseo de los Olmos nº 28,9
Obelisco Laus Deo II,Monuments,Pza Ortega y Munilla ,162 - Metro Pirámides,Paseo de los Olmos nº 28,9
Fuente en la avenida de Daroca,Monuments,Avda Daroca ,234 - Marqués de Corbera 52,Avenida Marqués de Corbera nº 52,18
Fuente ornamental General Maroto,Monuments,Pza General Maroto ,165 - Entrada Matadero,Paseo de la Chopera nº 14,1
Fuentes de la Junta de la Arganzuela,Monuments,Pº Chopera 10,165 - Entrada Matadero,Paseo de la Chopera nº 14,1
Cañas silbadoras,Monuments,CALLE CEA BERMUDEZ 50,128 - Cea Bermúdez,Calle Cea Bermúdez nº 59,4
Fuente plaza Juan Zorrilla,Monuments,PLAZA JUAN ZORRILLA 1,131 - Bravo Murillo 44,Calle Bravo Murillo nº 44,4
Pablo Iglesias,Monuments,AVENIDA PABLO IGLESIAS 2,131 - Bravo Murillo 44,Calle Bravo Murillo nº 44,4
Fuente circular en la calle Gasómetro,Monuments,Pº Doctor Vallejo Nájera s/n,163 - Paseo de la Esperanza,Paseo de la Esperanza nº 2,0
Rafael de León,Monuments,CALLE MAIQUEZ 12,62 - O'Donnell,Calle O'Donnell nº 50,5
Fuente en la avenida de Brasil,Monuments,AVENIDA BRASIL 1,154 - Orense 36,Calle Orense nº 36,11
Machado de Assis,Monuments,AVENIDA BRASIL 1,154 - Orense 36,Calle Orense nº 36,11
Fuente plaza José Banús,Monuments,Pza José Banús ,189 - Avenida Donostiarra,Calle Virgen de la Alegría nº 18,16
Fuente del parque Calero,Monuments, ,189 - Avenida Donostiarra,Calle Virgen de la Alegría nº 18,16
Fuente en la plaza Beata María Ana de Jesús II,Monuments,Pza Beata María Ana de Jesús ,176 - Beata,Calle Alicante nº 3,12
Fuente en la plaza Beata María Ana de Jesús I,Monuments,Pza Beata María Ana de Jesús ,176 - Beata,Calle Alicante nº 3,12
Joven Caminando,Monuments,Pza San Ildefonso ,55 - Plaza de San Ildefonso,Plaza de San Ildefonso,22
Corredera Baja de San Pablo,Monuments,Cdra Baja San Pablo 28,55 - Plaza de San Ildefonso,Plaza de San Ildefonso,22
Manos,Monuments,PLAZA REPUBLICA DE EL SALVADOR ,148 - Serrano 210,Calle Serrano nº 210,6
Bernardino de Obregón,Monuments,C Bernardino Obregón 1,49 - Casa Encendida,Ronda de Atocha nº 34,22
Fuente del parque de Roma,Monuments, ,182 - Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107,2
Altar Parque de Roma,Monuments,C Juan Esplandiú ,182 - Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107,2
Templete de música del parque de Roma,Monuments,C Juan Esplandiú ,182 - Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107,2
Fuente en la calle Canarias,Monuments,C Canarias 52,118 - Juan Martín,Calle Juan Martín el Empecinado nº 16,18
Estanque lineal en seis tramos del parque de las  Delicias,Monuments,C Párroco Eusebio Cuenca ,118 - Juan Martín,Calle Juan Martín el Empecinado nº 16,18
